Date,State,Year,Month,Indicator,overdose_deaths,State_name,Date_Month_Year
2017-09-01,MO,2017,September,Number of Drug Overdose Deaths,"1,421",Missouri,September 2017
2018-04-01,MO,2018,April,Number of Drug Overdose Deaths,"1,440",Missouri,April 2018
2018-08-01,MO,2018,August,Number of Drug Overdose Deaths,"1,560",Missouri,August 2018
2018-12-01,MO,2018,December,Number of Drug Overdose Deaths,"1,635",Missouri,December 2018
2018-02-01,MO,2018,February,Number of Drug Overdose Deaths,"1,407",Missouri,February 2018
2018-01-01,MO,2018,January,Number of Drug Overdose Deaths,"1,397",Missouri,January 2018
2018-07-01,MO,2018,July,Number of Drug Overdose Deaths,"1,524",Missouri,July 2018
2018-06-01,MO,2018,June,Number of Drug Overdose Deaths,"1,495",Missouri,June 2018
2018-03-01,MO,2018,March,Number of Drug Overdose Deaths,"1,407",Missouri,March 2018
2018-05-01,MO,2018,May,Number of Drug Overdose Deaths,"1,455",Missouri,May 2018
2018-11-01,MO,2018,November,Number of Drug Overdose Deaths,"1,627",Missouri,November 2018
2018-10-01,MO,2018,October,Number of Drug Overdose Deaths,"1,598",Missouri,October 2018
2018-09-01,MO,2018,September,Number of Drug Overdose Deaths,"1,566",Missouri,September 2018
2019-04-01,MO,2019,April,Number of Drug Overdose Deaths,"1,647",Missouri,April 2019
2019-08-01,MO,2019,August,Number of Drug Overdose Deaths,"1,588",Missouri,August 2019
2019-12-01,MO,2019,December,Number of Drug Overdose Deaths,"1,603",Missouri,December 2019
2019-02-01,MO,2019,February,Number of Drug Overdose Deaths,"1,667",Missouri,February 2019
2019-01-01,MO,2019,January,Number of Drug Overdose Deaths,"1,664",Missouri,January 2019
2019-07-01,MO,2019,July,Number of Drug Overdose Deaths,"1,579",Missouri,July 2019
2019-06-01,MO,2019,June,Number of Drug Overdose Deaths,"1,582",Missouri,June 2019
2019-03-01,MO,2019,March,Number of Drug Overdose Deaths,"1,673",Missouri,March 2019
2019-05-01,MO,2019,May,Number of Drug Overdose Deaths,"1,635",Missouri,May 2019
2019-11-01,MO,2019,November,Number of Drug Overdose Deaths,"1,581",Missouri,November 2019
2019-10-01,MO,2019,October,Number of Drug Overdose Deaths,"1,584",Missouri,October 2019
2019-09-01,MO,2019,September,Number of Drug Overdose Deaths,"1,596",Missouri,September 2019
2020-04-01,MO,2020,April,Number of Drug Overdose Deaths,"1,749",Missouri,April 2020
2020-08-01,MO,2020,August,Number of Drug Overdose Deaths,"1,907",Missouri,August 2020
2020-12-01,MO,2020,December,Number of Drug Overdose Deaths,"1,915",Missouri,December 2020
2020-02-01,MO,2020,February,Number of Drug Overdose Deaths,"1,631",Missouri,February 2020
2020-01-01,MO,2020,January,Number of Drug Overdose Deaths,"1,597",Missouri,January 2020
2020-07-01,MO,2020,July,Number of Drug Overdose Deaths,"1,918",Missouri,July 2020
2020-06-01,MO,2020,June,Number of Drug Overdose Deaths,"1,897",Missouri,June 2020
2020-03-01,MO,2020,March,Number of Drug Overdose Deaths,"1,655",Missouri,March 2020
2020-05-01,MO,2020,May,Number of Drug Overdose Deaths,"1,834",Missouri,May 2020
2020-11-01,MO,2020,November,Number of Drug Overdose Deaths,"1,927",Missouri,November 2020
2020-10-01,MO,2020,October,Number of Drug Overdose Deaths,"1,917",Missouri,October 2020
2020-09-01,MO,2020,September,Number of Drug Overdose Deaths,"1,900",Missouri,September 2020
2021-04-01,MO,2021,April,Number of Drug Overdose Deaths,"2,000",Missouri,April 2021
2021-08-01,MO,2021,August,Number of Drug Overdose Deaths,"2,095",Missouri,August 2021
2021-12-01,MO,2021,December,Number of Drug Overdose Deaths,"2,195",Missouri,December 2021
2021-02-01,MO,2021,February,Number of Drug Overdose Deaths,"1,950",Missouri,February 2021
2021-01-01,MO,2021,January,Number of Drug Overdose Deaths,"1,946",Missouri,January 2021
2021-07-01,MO,2021,July,Number of Drug Overdose Deaths,"2,052",Missouri,July 2021
2021-06-01,MO,2021,June,Number of Drug Overdose Deaths,"2,039",Missouri,June 2021
2021-03-01,MO,2021,March,Number of Drug Overdose Deaths,"1,977",Missouri,March 2021
2021-05-01,MO,2021,May,Number of Drug Overdose Deaths,"2,014",Missouri,May 2021
2021-11-01,MO,2021,November,Number of Drug Overdose Deaths,"2,167",Missouri,November 2021
2021-10-01,MO,2021,October,Number of Drug Overdose Deaths,"2,141",Missouri,October 2021
2021-09-01,MO,2021,September,Number of Drug Overdose Deaths,"2,127",Missouri,September 2021
2022-04-01,MO,2022,April,Number of Drug Overdose Deaths,"2,167",Missouri,April 2022
2022-08-01,MO,2022,August,Number of Drug Overdose Deaths,"2,097",Missouri,August 2022
2022-02-01,MO,2022,February,Number of Drug Overdose Deaths,"2,203",Missouri,February 2022
2022-01-01,MO,2022,January,Number of Drug Overdose Deaths,"2,209",Missouri,January 2022
2022-07-01,MO,2022,July,Number of Drug Overdose Deaths,"2,117",Missouri,July 2022
2022-06-01,MO,2022,June,Number of Drug Overdose Deaths,"2,127",Missouri,June 2022
2022-03-01,MO,2022,March,Number of Drug Overdose Deaths,"2,196",Missouri,March 2022
2022-05-01,MO,2022,May,Number of Drug Overdose Deaths,"2,146",Missouri,May 2022
2015-04-01,MS,2015,April,Number of Drug Overdose Deaths,322,Mississippi,April 2015
2015-08-01,MS,2015,August,Number of Drug Overdose Deaths,348,Mississippi,August 2015
2015-12-01,MS,2015,December,Number of Drug Overdose Deaths,333,Mississippi,December 2015
2015-02-01,MS,2015,February,Number of Drug Overdose Deaths,302,Mississippi,February 2015
2015-01-01,MS,2015,January,Number of Drug Overdose Deaths,302,Mississippi,January 2015
2015-07-01,MS,2015,July,Number of Drug Overdose Deaths,343,Mississippi,July 2015
2015-06-01,MS,2015,June,Number of Drug Overdose Deaths,329,Mississippi,June 2015
2015-03-01,MS,2015,March,Number of Drug Overdose Deaths,307,Mississippi,March 2015
2015-05-01,MS,2015,May,Number of Drug Overdose Deaths,328,Mississippi,May 2015
2015-11-01,MS,2015,November,Number of Drug Overdose Deaths,325,Mississippi,November 2015
2015-10-01,MS,2015,October,Number of Drug Overdose Deaths,331,Mississippi,October 2015
2015-09-01,MS,2015,September,Number of Drug Overdose Deaths,337,Mississippi,September 2015
2016-04-01,MS,2016,April,Number of Drug Overdose Deaths,322,Mississippi,April 2016
2016-08-01,MS,2016,August,Number of Drug Overdose Deaths,313,Mississippi,August 2016
2016-12-01,MS,2016,December,Number of Drug Overdose Deaths,332,Mississippi,December 2016
2016-02-01,MS,2016,February,Number of Drug Overdose Deaths,335,Mississippi,February 2016
2016-01-01,MS,2016,January,Number of Drug Overdose Deaths,338,Mississippi,January 2016
2016-07-01,MS,2016,July,Number of Drug Overdose Deaths,319,Mississippi,July 2016
2016-06-01,MS,2016,June,Number of Drug Overdose Deaths,320,Mississippi,June 2016
2016-03-01,MS,2016,March,Number of Drug Overdose Deaths,334,Mississippi,March 2016
2016-05-01,MS,2016,May,Number of Drug Overdose Deaths,323,Mississippi,May 2016
2016-11-01,MS,2016,November,Number of Drug Overdose Deaths,334,Mississippi,November 2016
2016-10-01,MS,2016,October,Number of Drug Overdose Deaths,336,Mississippi,October 2016
2016-09-01,MS,2016,September,Number of Drug Overdose Deaths,327,Mississippi,September 2016
2017-04-01,MS,2017,April,Number of Drug Overdose Deaths,334,Mississippi,April 2017
2017-08-01,MS,2017,August,Number of Drug Overdose Deaths,315,Mississippi,August 2017
2017-12-01,MS,2017,December,Number of Drug Overdose Deaths,329,Mississippi,December 2017
2017-02-01,MS,2017,February,Number of Drug Overdose Deaths,323,Mississippi,February 2017
2017-01-01,MS,2017,January,Number of Drug Overdose Deaths,329,Mississippi,January 2017
2017-07-01,MS,2017,July,Number of Drug Overdose Deaths,327,Mississippi,July 2017
2017-06-01,MS,2017,June,Number of Drug Overdose Deaths,331,Mississippi,June 2017
2017-03-01,MS,2017,March,Number of Drug Overdose Deaths,327,Mississippi,March 2017
2017-05-01,MS,2017,May,Number of Drug Overdose Deaths,329,Mississippi,May 2017
2017-11-01,MS,2017,November,Number of Drug Overdose Deaths,330,Mississippi,November 2017
2017-10-01,MS,2017,October,Number of Drug Overdose Deaths,319,Mississippi,October 2017
2017-09-01,MS,2017,September,Number of Drug Overdose Deaths,318,Mississippi,September 2017
2018-04-01,MS,2018,April,Number of Drug Overdose Deaths,314,Mississippi,April 2018
2018-08-01,MS,2018,August,Number of Drug Overdose Deaths,325,Mississippi,August 2018
2018-12-01,MS,2018,December,Number of Drug Overdose Deaths,290,Mississippi,December 2018
2018-02-01,MS,2018,February,Number of Drug Overdose Deaths,337,Mississippi,February 2018
2018-01-01,MS,2018,January,Number of Drug Overdose Deaths,324,Mississippi,January 2018
2018-07-01,MS,2018,July,Number of Drug Overdose Deaths,308,Mississippi,July 2018
2018-06-01,MS,2018,June,Number of Drug Overdose Deaths,307,Mississippi,June 2018
2018-03-01,MS,2018,March,Number of Drug Overdose Deaths,327,Mississippi,March 2018
2018-05-01,MS,2018,May,Number of Drug Overdose Deaths,313,Mississippi,May 2018
2018-11-01,MS,2018,November,Number of Drug Overdose Deaths,299,Mississippi,November 2018
2018-10-01,MS,2018,October,Number of Drug Overdose Deaths,308,Mississippi,October 2018
2018-09-01,MS,2018,September,Number of Drug Overdose Deaths,315,Mississippi,September 2018
2019-04-01,MS,2019,April,Number of Drug Overdose Deaths,290,Mississippi,April 2019
2019-08-01,MS,2019,August,Number of Drug Overdose Deaths,330,Mississippi,August 2019
2019-12-01,MS,2019,December,Number of Drug Overdose Deaths,365,Mississippi,December 2019
2019-02-01,MS,2019,February,Number of Drug Overdose Deaths,273,Mississippi,February 2019
2019-01-01,MS,2019,January,Number of Drug Overdose Deaths,288,Mississippi,January 2019
2019-07-01,MS,2019,July,Number of Drug Overdose Deaths,333,Mississippi,July 2019
2019-06-01,MS,2019,June,Number of Drug Overdose Deaths,325,Mississippi,June 2019
2019-03-01,MS,2019,March,Number of Drug Overdose Deaths,285,Mississippi,March 2019
2019-05-01,MS,2019,May,Number of Drug Overdose Deaths,303,Mississippi,May 2019
2019-11-01,MS,2019,November,Number of Drug Overdose Deaths,347,Mississippi,November 2019
2019-10-01,MS,2019,October,Number of Drug Overdose Deaths,342,Mississippi,October 2019
2019-09-01,MS,2019,September,Number of Drug Overdose Deaths,335,Mississippi,September 2019
2020-04-01,MS,2020,April,Number of Drug Overdose Deaths,420,Mississippi,April 2020
2020-08-01,MS,2020,August,Number of Drug Overdose Deaths,491,Mississippi,August 2020
2020-12-01,MS,2020,December,Number of Drug Overdose Deaths,532,Mississippi,December 2020
2020-02-01,MS,2020,February,Number of Drug Overdose Deaths,397,Mississippi,February 2020
2020-01-01,MS,2020,January,Number of Drug Overdose Deaths,379,Mississippi,January 2020
2020-07-01,MS,2020,July,Number of Drug Overdose Deaths,462,Mississippi,July 2020
2020-06-01,MS,2020,June,Number of Drug Overdose Deaths,451,Mississippi,June 2020
2020-03-01,MS,2020,March,Number of Drug Overdose Deaths,399,Mississippi,March 2020
2020-05-01,MS,2020,May,Number of Drug Overdose Deaths,442,Mississippi,May 2020
2020-11-01,MS,2020,November,Number of Drug Overdose Deaths,522,Mississippi,November 2020
2020-10-01,MS,2020,October,Number of Drug Overdose Deaths,509,Mississippi,October 2020
2020-09-01,MS,2020,September,Number of Drug Overdose Deaths,497,Mississippi,September 2020
2021-04-01,MS,2021,April,Number of Drug Overdose Deaths,659,Mississippi,April 2021
2021-08-01,MS,2021,August,Number of Drug Overdose Deaths,693,Mississippi,August 2021
2021-12-01,MS,2021,December,Number of Drug Overdose Deaths,746,Mississippi,December 2021
2021-02-01,MS,2021,February,Number of Drug Overdose Deaths,596,Mississippi,February 2021
2021-01-01,MS,2021,January,Number of Drug Overdose Deaths,561,Mississippi,January 2021
2021-07-01,MS,2021,July,Number of Drug Overdose Deaths,695,Mississippi,July 2021
2021-06-01,MS,2021,June,Number of Drug Overdose Deaths,674,Mississippi,June 2021
2021-03-01,MS,2021,March,Number of Drug Overdose Deaths,628,Mississippi,March 2021
2021-05-01,MS,2021,May,Number of Drug Overdose Deaths,668,Mississippi,May 2021
2021-11-01,MS,2021,November,Number of Drug Overdose Deaths,737,Mississippi,November 2021
2021-10-01,MS,2021,October,Number of Drug Overdose Deaths,731,Mississippi,October 2021
2021-09-01,MS,2021,September,Number of Drug Overdose Deaths,713,Mississippi,September 2021
2022-04-01,MS,2022,April,Number of Drug Overdose Deaths,690,Mississippi,April 2022
2022-08-01,MS,2022,August,Number of Drug Overdose Deaths,653,Mississippi,August 2022
2022-02-01,MS,2022,February,Number of Drug Overdose Deaths,717,Mississippi,February 2022
2022-01-01,MS,2022,January,Number of Drug Overdose Deaths,743,Mississippi,January 2022
2022-07-01,MS,2022,July,Number of Drug Overdose Deaths,660,Mississippi,July 2022
2022-06-01,MS,2022,June,Number of Drug Overdose Deaths,685,Mississippi,June 2022
2022-03-01,MS,2022,March,Number of Drug Overdose Deaths,718,Mississippi,March 2022
2022-05-01,MS,2022,May,Number of Drug Overdose Deaths,694,Mississippi,May 2022
2015-04-01,MT,2015,April,Number of Drug Overdose Deaths,126,Montana,April 2015
2015-08-01,MT,2015,August,Number of Drug Overdose Deaths,121,Montana,August 2015
2015-12-01,MT,2015,December,Number of Drug Overdose Deaths,131,Montana,December 2015
2015-02-01,MT,2015,February,Number of Drug Overdose Deaths,125,Montana,February 2015
2015-01-01,MT,2015,January,Number of Drug Overdose Deaths,121,Montana,January 2015
2015-07-01,MT,2015,July,Number of Drug Overdose Deaths,128,Montana,July 2015
2015-06-01,MT,2015,June,Number of Drug Overdose Deaths,132,Montana,June 2015
2015-03-01,MT,2015,March,Number of Drug Overdose Deaths,129,Montana,March 2015
2015-05-01,MT,2015,May,Number of Drug Overdose Deaths,135,Montana,May 2015
2015-11-01,MT,2015,November,Number of Drug Overdose Deaths,128,Montana,November 2015
2015-10-01,MT,2015,October,Number of Drug Overdose Deaths,126,Montana,October 2015
2015-09-01,MT,2015,September,Number of Drug Overdose Deaths,125,Montana,September 2015
2016-04-01,MT,2016,April,Number of Drug Overdose Deaths,128,Montana,April 2016
2016-08-01,MT,2016,August,Number of Drug Overdose Deaths,130,Montana,August 2016
2016-12-01,MT,2016,December,Number of Drug Overdose Deaths,114,Montana,December 2016
2016-02-01,MT,2016,February,Number of Drug Overdose Deaths,120,Montana,February 2016
2016-01-01,MT,2016,January,Number of Drug Overdose Deaths,126,Montana,January 2016
2016-07-01,MT,2016,July,Number of Drug Overdose Deaths,127,Montana,July 2016
2016-06-01,MT,2016,June,Number of Drug Overdose Deaths,121,Montana,June 2016
2016-03-01,MT,2016,March,Number of Drug Overdose Deaths,125,Montana,March 2016
2016-05-01,MT,2016,May,Number of Drug Overdose Deaths,123,Montana,May 2016
2016-11-01,MT,2016,November,Number of Drug Overdose Deaths,120,Montana,November 2016
2016-10-01,MT,2016,October,Number of Drug Overdose Deaths,120,Montana,October 2016
2016-09-01,MT,2016,September,Number of Drug Overdose Deaths,123,Montana,September 2016
2017-04-01,MT,2017,April,Number of Drug Overdose Deaths,125,Montana,April 2017
2017-08-01,MT,2017,August,Number of Drug Overdose Deaths,117,Montana,August 2017
2017-12-01,MT,2017,December,Number of Drug Overdose Deaths,118,Montana,December 2017
2017-02-01,MT,2017,February,Number of Drug Overdose Deaths,131,Montana,February 2017
2017-01-01,MT,2017,January,Number of Drug Overdose Deaths,119,Montana,January 2017
2017-07-01,MT,2017,July,Number of Drug Overdose Deaths,119,Montana,July 2017
2017-06-01,MT,2017,June,Number of Drug Overdose Deaths,124,Montana,June 2017
2017-03-01,MT,2017,March,Number of Drug Overdose Deaths,128,Montana,March 2017
2017-05-01,MT,2017,May,Number of Drug Overdose Deaths,127,Montana,May 2017
2017-11-01,MT,2017,November,Number of Drug Overdose Deaths,115,Montana,November 2017
2017-10-01,MT,2017,October,Number of Drug Overdose Deaths,123,Montana,October 2017
2017-09-01,MT,2017,September,Number of Drug Overdose Deaths,119,Montana,September 2017
2018-04-01,MT,2018,April,Number of Drug Overdose Deaths,97,Montana,April 2018
2018-08-01,MT,2018,August,Number of Drug Overdose Deaths,109,Montana,August 2018
2018-12-01,MT,2018,December,Number of Drug Overdose Deaths,117,Montana,December 2018
2018-02-01,MT,2018,February,Number of Drug Overdose Deaths,105,Montana,February 2018
2018-01-01,MT,2018,January,Number of Drug Overdose Deaths,114,Montana,January 2018
2018-07-01,MT,2018,July,Number of Drug Overdose Deaths,105,Montana,July 2018
2018-06-01,MT,2018,June,Number of Drug Overdose Deaths,107,Montana,June 2018
2018-03-01,MT,2018,March,Number of Drug Overdose Deaths,99,Montana,March 2018
2018-05-01,MT,2018,May,Number of Drug Overdose Deaths,97,Montana,May 2018
2018-11-01,MT,2018,November,Number of Drug Overdose Deaths,116,Montana,November 2018
2018-10-01,MT,2018,October,Number of Drug Overdose Deaths,112,Montana,October 2018
2018-09-01,MT,2018,September,Number of Drug Overdose Deaths,112,Montana,September 2018
2019-04-01,MT,2019,April,Number of Drug Overdose Deaths,129,Montana,April 2019
2019-08-01,MT,2019,August,Number of Drug Overdose Deaths,138,Montana,August 2019
2019-12-01,MT,2019,December,Number of Drug Overdose Deaths,139,Montana,December 2019
2019-02-01,MT,2019,February,Number of Drug Overdose Deaths,123,Montana,February 2019
2019-01-01,MT,2019,January,Number of Drug Overdose Deaths,120,Montana,January 2019
2019-07-01,MT,2019,July,Number of Drug Overdose Deaths,133,Montana,July 2019
2019-06-01,MT,2019,June,Number of Drug Overdose Deaths,123,Montana,June 2019
2019-03-01,MT,2019,March,Number of Drug Overdose Deaths,124,Montana,March 2019
2019-05-01,MT,2019,May,Number of Drug Overdose Deaths,126,Montana,May 2019
2019-11-01,MT,2019,November,Number of Drug Overdose Deaths,140,Montana,November 2019
2019-10-01,MT,2019,October,Number of Drug Overdose Deaths,134,Montana,October 2019
2019-09-01,MT,2019,September,Number of Drug Overdose Deaths,137,Montana,September 2019
2020-04-01,MT,2020,April,Number of Drug Overdose Deaths,151,Montana,April 2020
2020-08-01,MT,2020,August,Number of Drug Overdose Deaths,142,Montana,August 2020
2020-12-01,MT,2020,December,Number of Drug Overdose Deaths,157,Montana,December 2020
2020-02-01,MT,2020,February,Number of Drug Overdose Deaths,137,Montana,February 2020
2020-01-01,MT,2020,January,Number of Drug Overdose Deaths,139,Montana,January 2020
2020-07-01,MT,2020,July,Number of Drug Overdose Deaths,144,Montana,July 2020
2020-06-01,MT,2020,June,Number of Drug Overdose Deaths,150,Montana,June 2020
2020-03-01,MT,2020,March,Number of Drug Overdose Deaths,141,Montana,March 2020
2020-05-01,MT,2020,May,Number of Drug Overdose Deaths,153,Montana,May 2020
2020-11-01,MT,2020,November,Number of Drug Overdose Deaths,153,Montana,November 2020
2020-10-01,MT,2020,October,Number of Drug Overdose Deaths,152,Montana,October 2020
2020-09-01,MT,2020,September,Number of Drug Overdose Deaths,147,Montana,September 2020
2021-04-01,MT,2021,April,Number of Drug Overdose Deaths,163,Montana,April 2021
2021-08-01,MT,2021,August,Number of Drug Overdose Deaths,189,Montana,August 2021
2021-12-01,MT,2021,December,Number of Drug Overdose Deaths,189,Montana,December 2021
2021-02-01,MT,2021,February,Number of Drug Overdose Deaths,166,Montana,February 2021
2021-01-01,MT,2021,January,Number of Drug Overdose Deaths,165,Montana,January 2021
2021-07-01,MT,2021,July,Number of Drug Overdose Deaths,181,Montana,July 2021
2021-06-01,MT,2021,June,Number of Drug Overdose Deaths,176,Montana,June 2021
2021-03-01,MT,2021,March,Number of Drug Overdose Deaths,164,Montana,March 2021
2021-05-01,MT,2021,May,Number of Drug Overdose Deaths,173,Montana,May 2021
2021-11-01,MT,2021,November,Number of Drug Overdose Deaths,184,Montana,November 2021
2021-10-01,MT,2021,October,Number of Drug Overdose Deaths,186,Montana,October 2021
2021-09-01,MT,2021,September,Number of Drug Overdose Deaths,191,Montana,September 2021
2022-04-01,MT,2022,April,Number of Drug Overdose Deaths,198,Montana,April 2022
2022-08-01,MT,2022,August,Number of Drug Overdose Deaths,182,Montana,August 2022
2022-02-01,MT,2022,February,Number of Drug Overdose Deaths,190,Montana,February 2022
2022-01-01,MT,2022,January,Number of Drug Overdose Deaths,185,Montana,January 2022
2022-07-01,MT,2022,July,Number of Drug Overdose Deaths,188,Montana,July 2022
2022-06-01,MT,2022,June,Number of Drug Overdose Deaths,192,Montana,June 2022
2022-03-01,MT,2022,March,Number of Drug Overdose Deaths,204,Montana,March 2022
2022-05-01,MT,2022,May,Number of Drug Overdose Deaths,194,Montana,May 2022
2015-04-01,NC,2015,April,Number of Drug Overdose Deaths,"1,365",North Carolina,April 2015
2015-08-01,NC,2015,August,Number of Drug Overdose Deaths,"1,416",North Carolina,August 2015
2015-12-01,NC,2015,December,Number of Drug Overdose Deaths,"1,537",North Carolina,December 2015
2015-02-01,NC,2015,February,Number of Drug Overdose Deaths,"1,357",North Carolina,February 2015
2015-01-01,NC,2015,January,Number of Drug Overdose Deaths,"1,359",North Carolina,January 2015
2015-07-01,NC,2015,July,Number of Drug Overdose Deaths,"1,422",North Carolina,July 2015
2015-06-01,NC,2015,June,Number of Drug Overdose Deaths,"1,406",North Carolina,June 2015
2015-03-01,NC,2015,March,Number of Drug Overdose Deaths,"1,358",North Carolina,March 2015
2015-05-01,NC,2015,May,Number of Drug Overdose Deaths,"1,389",North Carolina,May 2015
2015-11-01,NC,2015,November,Number of Drug Overdose Deaths,"1,503",North Carolina,November 2015
2015-10-01,NC,2015,October,Number of Drug Overdose Deaths,"1,455",North Carolina,October 2015
2015-09-01,NC,2015,September,Number of Drug Overdose Deaths,"1,439",North Carolina,September 2015
2016-04-01,NC,2016,April,Number of Drug Overdose Deaths,"1,694",North Carolina,April 2016
2016-08-01,NC,2016,August,Number of Drug Overdose Deaths,"1,869",North Carolina,August 2016
2016-12-01,NC,2016,December,Number of Drug Overdose Deaths,"1,931",North Carolina,December 2016
2016-02-01,NC,2016,February,Number of Drug Overdose Deaths,"1,595",North Carolina,February 2016
2016-01-01,NC,2016,January,Number of Drug Overdose Deaths,"1,589",North Carolina,January 2016
2016-07-01,NC,2016,July,Number of Drug Overdose Deaths,"1,816",North Carolina,July 2016
2016-06-01,NC,2016,June,Number of Drug Overdose Deaths,"1,792",North Carolina,June 2016
2016-03-01,NC,2016,March,Number of Drug Overdose Deaths,"1,654",North Carolina,March 2016
2016-05-01,NC,2016,May,Number of Drug Overdose Deaths,"1,736",North Carolina,May 2016
2016-11-01,NC,2016,November,Number of Drug Overdose Deaths,"1,905",North Carolina,November 2016
2016-10-01,NC,2016,October,Number of Drug Overdose Deaths,"1,900",North Carolina,October 2016
2016-09-01,NC,2016,September,Number of Drug Overdose Deaths,"1,880",North Carolina,September 2016
2017-04-01,NC,2017,April,Number of Drug Overdose Deaths,"2,082",North Carolina,April 2017
2017-08-01,NC,2017,August,Number of Drug Overdose Deaths,"2,259",North Carolina,August 2017
2017-12-01,NC,2017,December,Number of Drug Overdose Deaths,"2,369",North Carolina,December 2017
2017-02-01,NC,2017,February,Number of Drug Overdose Deaths,"2,019",North Carolina,February 2017
2017-01-01,NC,2017,January,Number of Drug Overdose Deaths,"1,974",North Carolina,January 2017
2017-07-01,NC,2017,July,Number of Drug Overdose Deaths,"2,204",North Carolina,July 2017
2017-06-01,NC,2017,June,Number of Drug Overdose Deaths,"2,165",North Carolina,June 2017
2017-03-01,NC,2017,March,Number of Drug Overdose Deaths,"2,049",North Carolina,March 2017
2017-05-01,NC,2017,May,Number of Drug Overdose Deaths,"2,106",North Carolina,May 2017
2017-11-01,NC,2017,November,Number of Drug Overdose Deaths,"2,332",North Carolina,November 2017
2017-10-01,NC,2017,October,Number of Drug Overdose Deaths,"2,335",North Carolina,October 2017
2017-09-01,NC,2017,September,Number of Drug Overdose Deaths,"2,320",North Carolina,September 2017
2018-04-01,NC,2018,April,Number of Drug Overdose Deaths,"2,282",North Carolina,April 2018
2018-08-01,NC,2018,August,Number of Drug Overdose Deaths,"2,224",North Carolina,August 2018
2018-12-01,NC,2018,December,Number of Drug Overdose Deaths,"2,246",North Carolina,December 2018
2018-02-01,NC,2018,February,Number of Drug Overdose Deaths,"2,331",North Carolina,February 2018
2018-01-01,NC,2018,January,Number of Drug Overdose Deaths,"2,358",North Carolina,January 2018
2018-07-01,NC,2018,July,Number of Drug Overdose Deaths,"2,272",North Carolina,July 2018
2018-06-01,NC,2018,June,Number of Drug Overdose Deaths,"2,287",North Carolina,June 2018
2018-03-01,NC,2018,March,Number of Drug Overdose Deaths,"2,293",North Carolina,March 2018
2018-05-01,NC,2018,May,Number of Drug Overdose Deaths,"2,288",North Carolina,May 2018
2018-11-01,NC,2018,November,Number of Drug Overdose Deaths,"2,275",North Carolina,November 2018
2018-10-01,NC,2018,October,Number of Drug Overdose Deaths,"2,245",North Carolina,October 2018
2018-09-01,NC,2018,September,Number of Drug Overdose Deaths,"2,231",North Carolina,September 2018
2019-04-01,NC,2019,April,Number of Drug Overdose Deaths,"2,323",North Carolina,April 2019
2019-08-01,NC,2019,August,Number of Drug Overdose Deaths,"2,266",North Carolina,August 2019
2019-12-01,NC,2019,December,Number of Drug Overdose Deaths,"2,236",North Carolina,December 2019
2019-02-01,NC,2019,February,Number of Drug Overdose Deaths,"2,263",North Carolina,February 2019
2019-01-01,NC,2019,January,Number of Drug Overdose Deaths,"2,225",North Carolina,January 2019
2019-07-01,NC,2019,July,Number of Drug Overdose Deaths,"2,288",North Carolina,July 2019
2019-06-01,NC,2019,June,Number of Drug Overdose Deaths,"2,285",North Carolina,June 2019
2019-03-01,NC,2019,March,Number of Drug Overdose Deaths,"2,315",North Carolina,March 2019
2019-05-01,NC,2019,May,Number of Drug Overdose Deaths,"2,300",North Carolina,May 2019
2019-11-01,NC,2019,November,Number of Drug Overdose Deaths,"2,249",North Carolina,November 2019
2019-10-01,NC,2019,October,Number of Drug Overdose Deaths,"2,252",North Carolina,October 2019
2019-09-01,NC,2019,September,Number of Drug Overdose Deaths,"2,256",North Carolina,September 2019
2020-04-01,NC,2020,April,Number of Drug Overdose Deaths,"2,422",North Carolina,April 2020
2020-08-01,NC,2020,August,Number of Drug Overdose Deaths,"2,889",North Carolina,August 2020
2020-12-01,NC,2020,December,Number of Drug Overdose Deaths,"3,121",North Carolina,December 2020
2020-02-01,NC,2020,February,Number of Drug Overdose Deaths,"2,307",North Carolina,February 2020
2020-01-01,NC,2020,January,Number of Drug Overdose Deaths,"2,279",North Carolina,January 2020
2020-07-01,NC,2020,July,Number of Drug Overdose Deaths,"2,770",North Carolina,July 2020
2020-06-01,NC,2020,June,Number of Drug Overdose Deaths,"2,661",North Carolina,June 2020
2020-03-01,NC,2020,March,Number of Drug Overdose Deaths,"2,327",North Carolina,March 2020
2020-05-01,NC,2020,May,Number of Drug Overdose Deaths,"2,598",North Carolina,May 2020
2020-11-01,NC,2020,November,Number of Drug Overdose Deaths,"3,049",North Carolina,November 2020
2020-10-01,NC,2020,October,Number of Drug Overdose Deaths,"2,972",North Carolina,October 2020
2020-09-01,NC,2020,September,Number of Drug Overdose Deaths,"2,924",North Carolina,September 2020
2021-04-01,NC,2021,April,Number of Drug Overdose Deaths,"3,450",North Carolina,April 2021
2021-08-01,NC,2021,August,Number of Drug Overdose Deaths,"3,569",North Carolina,August 2021
2021-12-01,NC,2021,December,Number of Drug Overdose Deaths,"3,900",North Carolina,December 2021
2021-02-01,NC,2021,February,Number of Drug Overdose Deaths,"3,282",North Carolina,February 2021
2021-01-01,NC,2021,January,Number of Drug Overdose Deaths,"3,221",North Carolina,January 2021
2021-07-01,NC,2021,July,Number of Drug Overdose Deaths,"3,538",North Carolina,July 2021
2021-06-01,NC,2021,June,Number of Drug Overdose Deaths,"3,479",North Carolina,June 2021
